created_at,difficulty,explanation,has_image,hint_text,image_url,is_active,points,question_id,question_text,question_type,quiz_id,sequence_order,time_limit_seconds
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of web browsers.,false,Think about the main concepts covered in Web Browsers.,,true,1,13,Which of the following web browsers important in this context?,multiple_choice,3,3,30
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of web browsers.,false,Think about the main concepts covered in Web Browsers.,,true,2,14,Why is web browsers important in this context?,multiple_choice,3,4,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of web browsers.,false,Think about the main concepts covered in Web Browsers.,,true,1,15,When should you web browsers important in this context?,multiple_choice,3,5,30
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of search engines.,false,Think about the main concepts covered in Search Engines.,,true,1,16,Why is search engines important in this context?,multiple_choice,4,1,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of search engines.,false,Think about the main concepts covered in Search Engines.,https://cdn.magicbus.edu/questions/q17.png,true,2,17,When should you search engines important in this context?,multiple_choice,4,2,30
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of search engines.,false,Think about the main concepts covered in Search Engines.,,true,1,18,Why is search engines important in this context?,multiple_choice,4,3,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of search engines.,false,Think about the main concepts covered in Search Engines.,,true,1,19,When should you search engines important in this context?,multiple_choice,4,4,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of search engines.,false,Think about the main concepts covered in Search Engines.,,true,3,20,What is search engines important in this context?,multiple_choice,4,5,30
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of typing skills.,false,Think about the main concepts covered in Typing Skills.,https://cdn.magicbus.edu/questions/q21.png,true,1,21,Why is typing skills important in this context?,multiple_choice,5,1,30
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of typing skills.,false,Think about the main concepts covered in Typing Skills.,,true,1,22,How does typing skills important in this context?,multiple_choice,5,2,45
2023-04-07T19:38:00.000Z,Hard,The correct answer relates to core principles of typing skills.,false,Think about the main concepts covered in Typing Skills.,https://cdn.magicbus.edu/questions/q23.png,true,3,23,What is typing skills important in this context?,multiple_choice,5,3,45
2023-04-07T19:38:00.000Z,Hard,The correct answer relates to core principles of typing skills.,false,Think about the main concepts covered in Typing Skills.,,true,1,24,What is typing skills important in this context?,multiple_choice,5,4,30
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of typing skills.,false,Think about the main concepts covered in Typing Skills.,,true,1,25,How does typing skills important in this context?,multiple_choice,5,5,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of document creation.,false,Think about the main concepts covered in Document Creation.,,true,1,26,How does document creation important in this context?,multiple_choice,6,1,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of document creation.,false,Think about the main concepts covered in Document Creation.,,true,2,27,How does document creation important in this context?,multiple_choice,6,2,30
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of document creation.,false,Think about the main concepts covered in Document Creation.,,true,2,28,Which of the following document creation important in this context?,multiple_choice,6,3,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of document creation.,false,Think about the main concepts covered in Document Creation.,,true,2,29,Why is document creation important in this context?,multiple_choice,6,4,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of document creation.,false,Think about the main concepts covered in Document Creation.,https://cdn.magicbus.edu/questions/q30.png,true,2,30,When should you document creation important in this context?,multiple_choice,6,5,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of spreadsheets intro.,false,Think about the main concepts covered in Spreadsheets Intro.,,true,3,31,How does spreadsheets intro important in this context?,multiple_choice,7,1,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of spreadsheets intro.,false,Think about the main concepts covered in Spreadsheets Intro.,,true,2,32,When should you spreadsheets intro important in this context?,multiple_choice,7,2,30
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of spreadsheets intro.,false,Think about the main concepts covered in Spreadsheets Intro.,,true,1,33,How does spreadsheets intro important in this context?,multiple_choice,7,3,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of spreadsheets intro.,false,Think about the main concepts covered in Spreadsheets Intro.,,true,2,34,Which of the following spreadsheets intro important in this context?,multiple_choice,7,4,45
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of spreadsheets intro.,false,Think about the main concepts covered in Spreadsheets Intro.,,true,3,35,When should you spreadsheets intro important in this context?,multiple_choice,7,5,45
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of presentations.,false,Think about the main concepts covered in Presentations.,,true,1,36,Why is presentations important in this context?,multiple_choice,8,1,30
2023-04-07T19:38:00.000Z,Hard,The correct answer relates to core principles of presentations.,false,Think about the main concepts covered in Presentations.,,true,1,37,Which of the following presentations important in this context?,multiple_choice,8,2,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of presentations.,false,Think about the main concepts covered in Presentations.,,true,3,38,When should you presentations important in this context?,multiple_choice,8,3,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of presentations.,false,Think about the main concepts covered in Presentations.,,true,1,39,Which of the following presentations important in this context?,multiple_choice,8,4,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of presentations.,false,Think about the main concepts covered in Presentations.,,true,2,40,Why is presentations important in this context?,multiple_choice,8,5,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of email setup.,false,Think about the main concepts covered in Email Setup.,,true,2,41,What is email setup important in this context?,multiple_choice,9,1,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of email setup.,false,Think about the main concepts covered in Email Setup.,https://cdn.magicbus.edu/questions/q42.png,true,1,42,When should you email setup important in this context?,multiple_choice,9,2,45
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of email setup.,false,Think about the main concepts covered in Email Setup.,,true,1,43,When should you email setup important in this context?,multiple_choice,9,3,60
2023-04-07T19:38:00.000Z,Hard,The correct answer relates to core principles of email setup.,false,Think about the main concepts covered in Email Setup.,https://cdn.magicbus.edu/questions/q44.png,true,1,44,How does email setup important in this context?,multiple_choice,9,4,45
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of email setup.,false,Think about the main concepts covered in Email Setup.,,true,1,45,How does email setup important in this context?,multiple_choice,9,5,60
2023-04-07T19:38:00.000Z,Easy,The correct answer relates to core principles of cloud storage.,false,Think about the main concepts covered in Cloud Storage.,,true,1,46,What is cloud storage important in this context?,multiple_choice,10,1,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of cloud storage.,false,Think about the main concepts covered in Cloud Storage.,,true,2,47,Why is cloud storage important in this context?,multiple_choice,10,2,30
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of cloud storage.,false,Think about the main concepts covered in Cloud Storage.,,true,2,48,How does cloud storage important in this context?,multiple_choice,10,3,45
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of cloud storage.,false,Think about the main concepts covered in Cloud Storage.,,true,1,49,Why is cloud storage important in this context?,multiple_choice,10,4,60
2023-04-07T19:38:00.000Z,Medium,The correct answer relates to core principles of cloud storage.,false,Think about the main concepts covered in Cloud Storage.,,true,2,50,Which of the following cloud storage important in this context?,multiple_choice,10,5,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of password basics.,false,Think about the main concepts covered in Password Basics.,,true,2,51,Why is password basics important in this context?,multiple_choice,11,1,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of password basics.,false,Think about the main concepts covered in Password Basics.,,true,1,52,Which of the following password basics important in this context?,multiple_choice,11,2,30
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of password basics.,false,Think about the main concepts covered in Password Basics.,,true,2,53,Why is password basics important in this context?,multiple_choice,11,3,45
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of password basics.,true,Think about the main concepts covered in Password Basics.,,true,1,54,When should you password basics important in this context?,multiple_choice,11,4,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of password basics.,true,Think about the main concepts covered in Password Basics.,,true,2,55,How does password basics important in this context?,multiple_choice,11,5,60
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of strong passwords.,false,Think about the main concepts covered in Strong Passwords.,,true,2,56,How does strong passwords important in this context?,multiple_choice,12,1,45
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of strong passwords.,false,Think about the main concepts covered in Strong Passwords.,,true,3,57,What is strong passwords important in this context?,multiple_choice,12,2,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of strong passwords.,false,Think about the main concepts covered in Strong Passwords.,,true,1,58,What is strong passwords important in this context?,multiple_choice,12,3,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of strong passwords.,false,Think about the main concepts covered in Strong Passwords.,,true,1,59,When should you strong passwords important in this context?,multiple_choice,12,4,45
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of strong passwords.,false,Think about the main concepts covered in Strong Passwords.,,true,2,60,When should you strong passwords important in this context?,multiple_choice,12,5,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of phishing awareness.,true,Think about the main concepts covered in Phishing Awareness.,,true,1,61,How does phishing awareness important in this context?,multiple_choice,13,1,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of phishing awareness.,false,Think about the main concepts covered in Phishing Awareness.,,true,3,62,How does phishing awareness important in this context?,multiple_choice,13,2,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of phishing awareness.,false,Think about the main concepts covered in Phishing Awareness.,,true,2,63,How does phishing awareness important in this context?,multiple_choice,13,3,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of phishing awareness.,false,Think about the main concepts covered in Phishing Awareness.,https://cdn.magicbus.edu/questions/q64.png,true,1,64,How does phishing awareness important in this context?,multiple_choice,13,4,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of phishing awareness.,false,Think about the main concepts covered in Phishing Awareness.,,true,2,65,What is phishing awareness important in this context?,multiple_choice,13,5,45
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of safe browsing.,false,Think about the main concepts covered in Safe Browsing.,,true,1,66,Why is safe browsing important in this context?,multiple_choice,14,1,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of safe browsing.,false,Think about the main concepts covered in Safe Browsing.,,true,2,67,How does safe browsing important in this context?,multiple_choice,14,2,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of safe browsing.,true,Think about the main concepts covered in Safe Browsing.,,true,1,68,How does safe browsing important in this context?,multiple_choice,14,3,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of safe browsing.,false,Think about the main concepts covered in Safe Browsing.,,true,2,69,What is safe browsing important in this context?,multiple_choice,14,4,60
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of safe browsing.,false,Think about the main concepts covered in Safe Browsing.,,true,2,70,Which of the following safe browsing important in this context?,multiple_choice,14,5,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of secure websites.,true,Think about the main concepts covered in Secure Websites.,,true,3,71,How does secure websites important in this context?,multiple_choice,15,1,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of secure websites.,false,Think about the main concepts covered in Secure Websites.,,true,1,72,Why is secure websites important in this context?,multiple_choice,15,2,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of secure websites.,false,Think about the main concepts covered in Secure Websites.,,true,3,73,Why is secure websites important in this context?,multiple_choice,15,3,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of secure websites.,false,Think about the main concepts covered in Secure Websites.,https://cdn.magicbus.edu/questions/q74.png,true,2,74,Which of the following secure websites important in this context?,multiple_choice,15,4,45
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of secure websites.,false,Think about the main concepts covered in Secure Websites.,,true,1,75,How does secure websites important in this context?,multiple_choice,15,5,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of personal info protection.,false,Think about the main concepts covered in Personal Info Protection.,,true,2,76,How does personal info protection important in this context?,multiple_choice,16,1,45
2023-06-04T18:24:00.000Z,Hard,The correct answer relates to core principles of personal info protection.,true,Think about the main concepts covered in Personal Info Protection.,,true,1,77,When should you personal info protection important in this context?,multiple_choice,16,2,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of personal info protection.,false,Think about the main concepts covered in Personal Info Protection.,,true,3,78,Which of the following personal info protection important in this context?,multiple_choice,16,3,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of personal info protection.,false,Think about the main concepts covered in Personal Info Protection.,,true,2,79,How does personal info protection important in this context?,multiple_choice,16,4,60
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of personal info protection.,true,Think about the main concepts covered in Personal Info Protection.,,true,1,80,Which of the following personal info protection important in this context?,multiple_choice,16,5,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of privacy settings.,false,Think about the main concepts covered in Privacy Settings.,,true,2,81,Which of the following privacy settings important in this context?,multiple_choice,17,1,45
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of privacy settings.,false,Think about the main concepts covered in Privacy Settings.,https://cdn.magicbus.edu/questions/q82.png,true,2,82,Why is privacy settings important in this context?,multiple_choice,17,2,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of privacy settings.,true,Think about the main concepts covered in Privacy Settings.,,true,2,83,What is privacy settings important in this context?,multiple_choice,17,3,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of privacy settings.,false,Think about the main concepts covered in Privacy Settings.,,true,1,84,What is privacy settings important in this context?,multiple_choice,17,4,45
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of privacy settings.,false,Think about the main concepts covered in Privacy Settings.,,true,2,85,Why is privacy settings important in this context?,multiple_choice,17,5,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of two-factor auth.,false,Think about the main concepts covered in Two-Factor Auth.,,true,1,86,When should you two-factor auth important in this context?,multiple_choice,18,1,60
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of two-factor auth.,false,Think about the main concepts covered in Two-Factor Auth.,,true,2,87,How does two-factor auth important in this context?,multiple_choice,18,2,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of two-factor auth.,false,Think about the main concepts covered in Two-Factor Auth.,,true,1,88,Which of the following two-factor auth important in this context?,multiple_choice,18,3,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of two-factor auth.,false,Think about the main concepts covered in Two-Factor Auth.,,true,3,89,How does two-factor auth important in this context?,multiple_choice,18,4,45
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of two-factor auth.,false,Think about the main concepts covered in Two-Factor Auth.,,true,1,90,What is two-factor auth important in this context?,multiple_choice,18,5,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of software updates.,false,Think about the main concepts covered in Software Updates.,,true,1,91,How does software updates important in this context?,multiple_choice,19,1,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of software updates.,false,Think about the main concepts covered in Software Updates.,,true,1,92,How does software updates important in this context?,multiple_choice,19,2,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of software updates.,false,Think about the main concepts covered in Software Updates.,,true,2,93,How does software updates important in this context?,multiple_choice,19,3,60
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of software updates.,true,Think about the main concepts covered in Software Updates.,,true,2,94,What is software updates important in this context?,multiple_choice,19,4,30
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of software updates.,false,Think about the main concepts covered in Software Updates.,,true,1,95,When should you software updates important in this context?,multiple_choice,19,5,60
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of backup basics.,false,Think about the main concepts covered in Backup Basics.,,true,2,96,What is backup basics important in this context?,multiple_choice,20,1,60
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of backup basics.,false,Think about the main concepts covered in Backup Basics.,,true,2,97,When should you backup basics important in this context?,multiple_choice,20,2,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of backup basics.,true,Think about the main concepts covered in Backup Basics.,,true,1,98,How does backup basics important in this context?,multiple_choice,20,3,45
2023-06-04T18:24:00.000Z,Easy,The correct answer relates to core principles of backup basics.,false,Think about the main concepts covered in Backup Basics.,,true,2,99,Why is backup basics important in this context?,multiple_choice,20,4,30
2023-06-04T18:24:00.000Z,Medium,The correct answer relates to core principles of backup basics.,true,Think about the main concepts covered in Backup Basics.,,true,1,100,How does backup basics important in this context?,multiple_choice,20,5,30
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of social media overview.,true,Think about the main concepts covered in Social Media Overview.,,true,1,101,What is social media overview important in this context?,multiple_choice,21,1,60
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of social media overview.,false,Think about the main concepts covered in Social Media Overview.,https://cdn.magicbus.edu/questions/q102.png,true,1,102,What is social media overview important in this context?,multiple_choice,21,2,60
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of social media overview.,false,Think about the main concepts covered in Social Media Overview.,,true,2,103,What is social media overview important in this context?,multiple_choice,21,3,60
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of social media overview.,false,Think about the main concepts covered in Social Media Overview.,,true,1,104,Why is social media overview important in this context?,multiple_choice,21,4,60
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of social media overview.,false,Think about the main concepts covered in Social Media Overview.,,true,1,105,Which of the following social media overview important in this context?,multiple_choice,21,5,45
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of profile privacy.,false,Think about the main concepts covered in Profile Privacy.,,true,3,106,Why is profile privacy important in this context?,multiple_choice,22,1,45
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of profile privacy.,true,Think about the main concepts covered in Profile Privacy.,,true,1,107,What is profile privacy important in this context?,multiple_choice,22,2,60
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of profile privacy.,true,Think about the main concepts covered in Profile Privacy.,,true,1,108,Which of the following profile privacy important in this context?,multiple_choice,22,3,60
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of profile privacy.,false,Think about the main concepts covered in Profile Privacy.,,true,1,109,When should you profile privacy important in this context?,multiple_choice,22,4,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of profile privacy.,true,Think about the main concepts covered in Profile Privacy.,,true,1,110,Which of the following profile privacy important in this context?,multiple_choice,22,5,45
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of digital footprint.,false,Think about the main concepts covered in Digital Footprint.,,true,2,111,When should you digital footprint important in this context?,multiple_choice,23,1,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of digital footprint.,false,Think about the main concepts covered in Digital Footprint.,,true,1,112,When should you digital footprint important in this context?,multiple_choice,23,2,45
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of digital footprint.,false,Think about the main concepts covered in Digital Footprint.,https://cdn.magicbus.edu/questions/q113.png,true,1,113,Which of the following digital footprint important in this context?,multiple_choice,23,3,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of digital footprint.,false,Think about the main concepts covered in Digital Footprint.,,true,1,114,How does digital footprint important in this context?,multiple_choice,23,4,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of digital footprint.,false,Think about the main concepts covered in Digital Footprint.,,true,2,115,When should you digital footprint important in this context?,multiple_choice,23,5,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of responsible posting.,true,Think about the main concepts covered in Responsible Posting.,https://cdn.magicbus.edu/questions/q116.png,true,1,116,Which of the following responsible posting important in this context?,multiple_choice,24,1,60
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of responsible posting.,false,Think about the main concepts covered in Responsible Posting.,,true,1,117,What is responsible posting important in this context?,multiple_choice,24,2,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of responsible posting.,false,Think about the main concepts covered in Responsible Posting.,,true,1,118,When should you responsible posting important in this context?,multiple_choice,24,3,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of responsible posting.,false,Think about the main concepts covered in Responsible Posting.,https://cdn.magicbus.edu/questions/q119.png,true,3,119,When should you responsible posting important in this context?,multiple_choice,24,4,45
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of responsible posting.,false,Think about the main concepts covered in Responsible Posting.,,true,1,120,Which of the following responsible posting important in this context?,multiple_choice,24,5,30
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of cyberbullying.,false,Think about the main concepts covered in Cyberbullying.,https://cdn.magicbus.edu/questions/q121.png,true,1,121,What is cyberbullying important in this context?,multiple_choice,25,1,60
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of cyberbullying.,false,Think about the main concepts covered in Cyberbullying.,,true,2,122,Why is cyberbullying important in this context?,multiple_choice,25,2,60
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of cyberbullying.,false,Think about the main concepts covered in Cyberbullying.,,true,2,123,What is cyberbullying important in this context?,multiple_choice,25,3,45
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of cyberbullying.,false,Think about the main concepts covered in Cyberbullying.,,true,2,124,How does cyberbullying important in this context?,multiple_choice,25,4,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of cyberbullying.,false,Think about the main concepts covered in Cyberbullying.,,true,2,125,How does cyberbullying important in this context?,multiple_choice,25,5,45
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of reporting tools.,false,Think about the main concepts covered in Reporting Tools.,,true,2,126,When should you reporting tools important in this context?,multiple_choice,26,1,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of reporting tools.,true,Think about the main concepts covered in Reporting Tools.,,true,1,127,Why is reporting tools important in this context?,multiple_choice,26,2,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of reporting tools.,false,Think about the main concepts covered in Reporting Tools.,,true,1,128,When should you reporting tools important in this context?,multiple_choice,26,3,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of reporting tools.,false,Think about the main concepts covered in Reporting Tools.,,true,2,129,When should you reporting tools important in this context?,multiple_choice,26,4,30
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of reporting tools.,false,Think about the main concepts covered in Reporting Tools.,https://cdn.magicbus.edu/questions/q130.png,true,3,130,How does reporting tools important in this context?,multiple_choice,26,5,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of fake accounts.,false,Think about the main concepts covered in Fake Accounts.,,true,2,131,How does fake accounts important in this context?,multiple_choice,27,1,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of fake accounts.,false,Think about the main concepts covered in Fake Accounts.,,true,2,132,Why is fake accounts important in this context?,multiple_choice,27,2,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of fake accounts.,false,Think about the main concepts covered in Fake Accounts.,,true,2,133,Which of the following fake accounts important in this context?,multiple_choice,27,3,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of fake accounts.,true,Think about the main concepts covered in Fake Accounts.,https://cdn.magicbus.edu/questions/q134.png,true,1,134,What is fake accounts important in this context?,multiple_choice,27,4,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of fake accounts.,false,Think about the main concepts covered in Fake Accounts.,,true,1,135,When should you fake accounts important in this context?,multiple_choice,27,5,30
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of screen time.,false,Think about the main concepts covered in Screen Time.,,true,1,136,Why is screen time important in this context?,multiple_choice,28,1,30
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of screen time.,false,Think about the main concepts covered in Screen Time.,,true,3,137,Why is screen time important in this context?,multiple_choice,28,2,60
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of screen time.,false,Think about the main concepts covered in Screen Time.,,true,3,138,When should you screen time important in this context?,multiple_choice,28,3,45
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of screen time.,false,Think about the main concepts covered in Screen Time.,,true,1,139,Which of the following screen time important in this context?,multiple_choice,28,4,30
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of screen time.,true,Think about the main concepts covered in Screen Time.,,true,1,140,When should you screen time important in this context?,multiple_choice,28,5,45
2023-04-08T11:37:00.000Z,Medium,The correct answer relates to core principles of online reputation.,false,Think about the main concepts covered in Online Reputation.,,true,1,141,When should you online reputation important in this context?,multiple_choice,29,1,30
2023-04-08T11:37:00.000Z,Hard,The correct answer relates to core principles of online reputation.,false,Think about the main concepts covered in Online Reputation.,,true,1,142,When should you online reputation important in this context?,multiple_choice,29,2,60
2023-04-08T11:37:00.000Z,Easy,The correct answer relates to core principles of online reputation.,false,Think about the main concepts covered in Online Reputation.,,true,1,143,What is online reputation important in this context?,multiple_choice,29,3,30
