answer_changed,attempt_id,confidence_level,created_at,flagged_for_review,hint_used,is_correct,points_awarded,question_id,response_id,selected_option_id,time_taken_seconds
false,14,Unsure,2024-12-12T14:32:22.000Z,false,false,false,0,425,70,1697,30
false,15,Unsure,2024-12-05T13:48:37.000Z,false,false,false,0,171,71,681,31
false,15,Very Confident,2024-12-05T13:46:06.000Z,false,false,false,0,172,72,688,10
false,15,Guessed,2024-12-05T13:46:00.000Z,false,false,false,0,173,73,692,15
false,15,Unsure,2024-12-05T13:48:27.000Z,false,true,true,1,174,74,695,74
false,15,Unsure,2024-12-05T13:47:19.000Z,false,false,true,1,175,75,697,37
false,16,Very Confident,2025-08-28T08:45:51.000Z,false,false,false,0,481,76,1922,79
false,16,Unsure,2025-08-28T08:45:23.000Z,false,true,false,0,482,77,1928,7
false,16,Unsure,2025-08-28T08:48:10.000Z,false,true,false,0,483,78,1929,83
false,16,Unsure,2025-08-28T08:48:52.000Z,false,false,false,0,484,79,1935,47
false,16,Confident,2025-08-28T08:45:37.000Z,false,false,false,0,485,80,1939,32
false,17,Guessed,2025-03-15T16:29:02.000Z,false,true,false,0,31,81,122,25
false,17,Confident,2025-03-15T16:32:58.000Z,false,true,false,0,32,82,128,7
false,17,Confident,2025-03-15T16:30:56.000Z,false,true,false,0,33,83,131,75
false,17,Unsure,2025-03-15T16:28:59.000Z,false,false,false,0,34,84,133,57
true,17,Confident,2025-03-15T16:32:45.000Z,false,false,false,0,35,85,137,87
false,18,Unsure,2024-12-21T06:59:15.000Z,false,false,true,1,136,86,541,41
false,18,Guessed,2024-12-21T07:00:34.000Z,false,false,false,0,137,87,546,31
false,18,Guessed,2024-12-21T06:57:57.000Z,false,false,false,0,138,88,549,56
false,18,Unsure,2024-12-21T06:59:41.000Z,false,false,false,0,139,89,555,32
false,18,Confident,2024-12-21T06:59:31.000Z,false,false,false,0,140,90,560,13
false,19,Unsure,2025-07-17T21:18:21.000Z,false,false,false,0,16,91,63,57
false,19,Very Confident,2025-07-17T21:18:28.000Z,false,false,false,0,17,92,67,54
false,19,Guessed,2025-07-17T21:18:35.000Z,false,false,true,3,18,93,72,63
true,19,Very Confident,2025-07-17T21:21:48.000Z,false,false,true,2,19,94,74,58
false,19,Confident,2025-07-17T21:20:34.000Z,false,false,false,0,20,95,77,77
true,20,Very Confident,2024-07-01T17:40:14.000Z,false,false,true,3,251,96,1002,74
false,20,Very Confident,2024-07-01T17:41:55.000Z,false,false,false,0,252,97,1008,45
false,20,Guessed,2024-07-01T17:40:47.000Z,false,false,false,0,253,98,1010,14
false,20,Very Confident,2024-07-01T17:39:05.000Z,false,true,false,0,254,99,1013,12
false,20,Confident,2024-07-01T17:37:26.000Z,false,false,false,0,255,100,1019,70
false,21,Unsure,2025-05-12T20:53:44.000Z,false,false,false,0,306,101,1224,36
true,21,Unsure,2025-05-12T20:53:48.000Z,false,false,false,0,307,102,1226,78
false,21,Confident,2025-05-12T20:56:14.000Z,false,true,true,2,308,103,1231,40
false,21,Very Confident,2025-05-12T20:57:19.000Z,false,false,false,0,309,104,1236,40
false,21,Unsure,2025-05-12T20:54:49.000Z,false,false,false,0,310,105,1237,83
true,22,Confident,2024-11-11T14:13:17.000Z,false,false,false,0,176,106,703,87
false,22,Confident,2024-11-11T14:15:20.000Z,false,false,true,3,177,107,705,68
false,22,Confident,2024-11-11T14:15:13.000Z,false,false,true,1,178,108,711,78
false,22,Confident,2024-11-11T14:14:35.000Z,false,true,false,0,179,109,713,54
false,22,Confident,2024-11-11T14:13:42.000Z,false,false,false,0,180,110,718,71
false,23,Confident,2025-05-27T21:24:31.000Z,false,false,false,0,336,111,1342,39
false,23,Confident,2025-05-27T21:25:13.000Z,false,false,false,0,337,112,1347,58
false,23,Unsure,2025-05-27T21:22:37.000Z,false,false,false,0,338,113,1350,19
false,23,Confident,2025-05-27T21:22:17.000Z,false,false,true,3,339,114,1354,7
false,23,Confident,2025-05-27T21:25:47.000Z,false,true,false,0,340,115,1357,23
false,24,Guessed,2024-09-29T15:45:07.000Z,false,false,false,0,136,116,543,63
false,24,Unsure,2024-09-29T15:45:17.000Z,false,false,false,0,137,117,545,46
false,24,Very Confident,2024-09-29T15:48:52.000Z,false,false,false,0,138,118,549,38
false,24,Very Confident,2024-09-29T15:45:31.000Z,false,false,true,3,139,119,556,42
false,24,Unsure,2024-09-29T15:45:28.000Z,true,true,true,3,140,120,557,70
false,25,Confident,2024-12-12T07:50:51.000Z,false,true,false,0,426,121,1702,52
false,25,Confident,2024-12-12T07:48:13.000Z,true,false,false,0,427,122,1708,90
false,25,Confident,2024-12-12T07:50:51.000Z,false,false,false,0,428,123,1709,36
false,25,Confident,2024-12-12T07:51:31.000Z,false,false,true,2,429,124,1716,69
true,25,Unsure,2024-12-12T07:47:45.000Z,false,false,false,0,430,125,1719,63
false,26,Guessed,2024-12-19T08:33:57.000Z,false,false,false,0,521,126,2082,21
false,26,Unsure,2024-12-19T08:32:40.000Z,false,false,true,3,522,127,2088,67
false,26,Very Confident,2024-12-19T08:35:17.000Z,false,false,false,0,523,128,2092,52
false,26,Confident,2024-12-19T08:34:30.000Z,false,false,false,0,524,129,2094,58
false,26,Very Confident,2024-12-19T08:33:41.000Z,false,true,false,0,525,130,2100,30
true,27,Unsure,2025-09-25T11:30:41.000Z,false,false,false,0,446,131,1781,16
true,27,Very Confident,2025-09-25T11:29:24.000Z,false,true,false,0,447,132,1785,37
false,27,Very Confident,2025-09-25T11:32:44.000Z,false,false,false,0,448,133,1790,89
false,27,Confident,2025-09-25T11:28:47.000Z,false,false,false,0,449,134,1795,30
false,27,Unsure,2025-09-25T11:31:49.000Z,true,false,false,0,450,135,1800,33
false,28,Confident,2025-09-28T16:50:40.000Z,false,false,false,0,186,136,742,74
true,28,Confident,2025-09-28T16:50:45.000Z,false,false,false,0,187,137,746,67
false,28,Unsure,2025-09-28T16:50:58.000Z,false,false,false,0,188,138,752,53
false,28,Unsure,2025-09-28T16:50:12.000Z,false,false,true,1,189,139,755,7
false,28,Confident,2025-09-28T16:50:44.000Z,false,false,false,0,190,140,757,26
false,29,Guessed,2024-12-26T17:35:13.000Z,false,true,false,0,271,141,1083,81
false,29,Confident,2024-12-26T17:33:38.000Z,false,false,false,0,272,142,1086,63
false,29,Confident,2024-12-26T17:35:22.000Z,false,false,false,0,273,143,1091,49
false,29,Unsure,2024-12-26T17:35:25.000Z,true,false,false,0,274,144,1093,60
false,29,Unsure,2024-12-26T17:36:45.000Z,false,true,false,0,275,145,1098,13
false,30,Confident,2025-11-15T13:58:54.000Z,false,true,false,0,456,146,1824,42
true,30,Very Confident,2025-11-15T13:57:04.000Z,true,false,false,0,457,147,1827,53
false,30,Very Confident,2025-11-15T13:57:29.000Z,false,false,false,0,458,148,1832,74
false,30,Unsure,2025-11-15T13:57:47.000Z,false,false,false,0,459,149,1834,50
true,30,Very Confident,2025-11-15T13:59:44.000Z,false,false,false,0,460,150,1838,15
false,31,Guessed,2025-08-08T18:20:58.000Z,false,false,false,0,256,151,1023,22
false,31,Unsure,2025-08-08T18:19:15.000Z,false,false,true,3,257,152,1028,71
false,31,Very Confident,2025-08-08T18:17:18.000Z,false,false,false,0,258,153,1032,81
true,31,Confident,2025-08-08T18:18:34.000Z,false,false,true,3,259,154,1035,77
false,31,Guessed,2025-08-08T18:19:16.000Z,false,false,true,2,260,155,1037,48
false,32,Confident,2024-07-31T14:27:21.000Z,false,false,false,0,66,156,262,15
false,32,Confident,2024-07-31T14:27:57.000Z,false,false,false,0,67,157,268,32
false,32,Guessed,2024-07-31T14:29:11.000Z,false,false,true,3,68,158,270,63
false,32,Confident,2024-07-31T14:31:46.000Z,false,false,true,2,69,159,273,43
false,32,Unsure,2024-07-31T14:27:11.000Z,false,true,true,1,70,160,278,48
false,33,Very Confident,2025-04-27T21:10:21.000Z,false,false,true,3,306,161,1222,68
false,33,Very Confident,2025-04-27T21:11:31.000Z,false,false,false,0,307,162,1227,22
false,33,Confident,2025-04-27T21:08:00.000Z,false,false,false,0,308,163,1229,18
false,33,Confident,2025-04-27T21:11:15.000Z,false,true,true,1,309,164,1234,56
true,33,Unsure,2025-04-27T21:08:39.000Z,false,false,false,0,310,165,1239,24
false,34,Unsure,2024-09-17T11:20:47.000Z,false,false,true,1,81,166,323,70
false,34,Very Confident,2024-09-17T11:22:55.000Z,false,false,false,0,82,167,327,70
false,34,Confident,2024-09-17T11:19:44.000Z,false,false,true,3,83,168,329,17
false,34,Very Confident,2024-09-17T11:21:50.000Z,false,false,false,0,84,169,335,38
false,34,Very Confident,2024-09-17T11:22:04.000Z,false,false,false,0,85,170,340,65
false,35,Very Confident,2024-06-12T18:12:35.000Z,false,false,false,0,286,171,1143,67
false,35,Unsure,2024-06-12T18:13:13.000Z,false,false,false,0,287,172,1145,57
false,35,Very Confident,2024-06-12T18:15:44.000Z,false,false,false,0,288,173,1151,86
false,35,Confident,2024-06-12T18:12:58.000Z,false,false,true,3,289,174,1156,71
false,35,Very Confident,2024-06-12T18:11:19.000Z,false,false,false,0,290,175,1160,58
false,36,Very Confident,2025-02-23T11:20:01.000Z,false,true,false,0,491,176,1962,36
false,36,Very Confident,2025-02-23T11:20:17.000Z,false,true,true,3,492,177,1967,37
false,36,Confident,2025-02-23T11:18:53.000Z,true,false,false,0,493,178,1969,67
false,36,Confident,2025-02-23T11:18:21.000Z,false,true,false,0,494,179,1974,13
false,36,Unsure,2025-02-23T11:17:20.000Z,false,false,false,0,495,180,1980,58
false,37,Confident,2024-06-18T20:18:12.000Z,false,false,false,0,306,181,1224,67
false,37,Very Confident,2024-06-18T20:14:49.000Z,false,false,false,0,307,182,1226,47
false,37,Confident,2024-06-18T20:17:09.000Z,false,false,true,1,308,183,1231,69
false,37,Confident,2024-06-18T20:16:29.000Z,false,false,false,0,309,184,1235,59
false,37,Confident,2024-06-18T20:15:13.000Z,false,false,false,0,310,185,1240,68
false,38,Very Confident,2025-05-19T09:12:58.000Z,false,false,false,0,171,186,682,14
false,38,Unsure,2025-05-19T09:15:52.000Z,false,false,false,0,172,187,686,30
false,38,Confident,2025-05-19T09:12:27.000Z,false,false,false,0,173,188,691,75
false,38,Very Confident,2025-05-19T09:13:11.000Z,false,false,false,0,174,189,694,43
false,38,Guessed,2025-05-19T09:13:54.000Z,false,false,false,0,175,190,698,45
true,39,Confident,2025-09-16T22:07:55.000Z,false,false,false,0,376,191,1502,29
false,39,Confident,2025-09-16T22:04:09.000Z,false,false,true,3,377,192,1505,57
true,39,Confident,2025-09-16T22:04:46.000Z,false,false,false,0,378,193,1512,48
false,39,Confident,2025-09-16T22:07:45.000Z,false,false,false,0,379,194,1514,83
false,39,Very Confident,2025-09-16T22:05:26.000Z,false,false,false,0,380,195,1520,41
false,40,Unsure,2025-12-12T15:55:53.000Z,false,true,true,3,46,196,184,50
false,40,Very Confident,2025-12-12T15:51:55.000Z,true,false,false,0,47,197,185,36
false,40,Confident,2025-12-12T15:53:03.000Z,false,false,false,0,48,198,190,7
true,40,Unsure,2025-12-12T15:55:04.000Z,false,false,false,0,49,199,196,36
false,40,Confident,2025-12-12T15:51:32.000Z,false,false,false,0,50,200,198,15
false,41,Unsure,2025-07-13T21:28:30.000Z,false,false,true,2,441,201,1764,89
false,41,Unsure,2025-07-13T21:24:29.000Z,false,false,false,0,442,202,1766,73
false,41,Guessed,2025-07-13T21:25:56.000Z,false,false,false,0,443,203,1769,50
false,41,Confident,2025-07-13T21:28:18.000Z,false,false,false,0,444,204,1775,71
false,41,Confident,2025-07-13T21:28:01.000Z,false,false,true,2,445,205,1777,19
false,42,Very Confident,2025-03-01T13:41:00.000Z,false,true,false,0,66,206,262,90
false,42,Unsure,2025-03-01T13:42:47.000Z,false,false,false,0,67,207,268,10
false,42,Unsure,2025-03-01T13:39:27.000Z,false,false,false,0,68,208,271,26
false,42,Unsure,2025-03-01T13:42:15.000Z,false,false,true,3,69,209,273,21
false,42,Very Confident,2025-03-01T13:41:32.000Z,false,true,false,0,70,210,280,89
false,43,Unsure,2025-08-07T06:32:59.000Z,false,false,true,2,396,211,1584,90
false,43,Confident,2025-08-07T06:31:12.000Z,false,true,false,0,397,212,1585,13
false,43,Very Confident,2025-08-07T06:34:25.000Z,false,false,false,0,398,213,1589,18
false,43,Guessed,2025-08-07T06:34:16.000Z,false,true,true,1,399,214,1595,56
false,43,Very Confident,2025-08-07T06:32:46.000Z,false,false,true,1,400,215,1597,21
false,44,Confident,2024-11-29T15:06:30.000Z,false,false,false,0,366,216,1463,79
false,44,Confident,2024-11-29T15:08:30.000Z,true,false,true,1,367,217,1466,38
false,44,Confident,2024-11-29T15:08:59.000Z,false,false,false,0,368,218,1470,23
false,44,Confident,2024-11-29T15:07:29.000Z,false,false,true,1,369,219,1473,86
false,44,Confident,2024-11-29T15:09:26.000Z,false,false,false,0,370,220,1479,10
false,45,Confident,2025-02-25T19:42:09.000Z,false,false,false,0,296,221,1184,16
false,45,Very Confident,2025-02-25T19:44:36.000Z,false,true,false,0,297,222,1188,10
true,45,Confident,2025-02-25T19:44:21.000Z,false,false,true,1,298,223,1192,35
false,45,Confident,2025-02-25T19:45:04.000Z,false,false,true,3,299,224,1194,9
false,45,Confident,2025-02-25T19:43:04.000Z,false,false,true,3,300,225,1200,40
false,46,Confident,2025-03-29T14:51:49.000Z,false,false,true,2,106,226,422,32
false,46,Very Confident,2025-03-29T14:53:59.000Z,false,true,false,0,107,227,428,47
false,46,Very Confident,2025-03-29T14:54:28.000Z,false,false,false,0,108,228,432,34
false,46,Unsure,2025-03-29T14:51:05.000Z,false,false,false,0,109,229,433,54
false,46,Confident,2025-03-29T14:53:30.000Z,false,true,false,0,110,230,437,37
false,47,Unsure,2025-10-08T21:53:31.000Z,false,false,true,1,26,231,102,20
false,47,Very Confident,2025-10-08T21:50:55.000Z,false,false,false,0,27,232,106,6
false,47,Guessed,2025-10-08T21:52:32.000Z,false,false,false,0,28,233,110,6
false,47,Very Confident,2025-10-08T21:54:06.000Z,false,false,true,1,29,234,116,88
false,47,Unsure,2025-10-08T21:52:26.000Z,false,false,false,0,30,235,118,39
false,48,Confident,2025-07-25T21:25:55.000Z,false,false,false,0,36,236,144,42
true,48,Confident,2025-07-25T21:26:31.000Z,true,true,false,0,37,237,145,53
false,48,Confident,2025-07-25T21:24:50.000Z,false,false,false,0,38,238,152,41
false,48,Unsure,2025-07-25T21:25:17.000Z,false,true,false,0,39,239,153,69
true,48,Confident,2025-07-25T21:24:19.000Z,false,true,false,0,40,240,158,84
false,49,Confident,2024-12-08T19:48:24.000Z,false,true,false,0,36,241,141,82
false,49,Unsure,2024-12-08T19:48:41.000Z,false,false,false,0,37,242,148,16
false,49,Very Confident,2024-12-08T19:49:50.000Z,false,true,false,0,38,243,151,56
false,49,Unsure,2024-12-08T19:50:19.000Z,false,false,true,2,39,244,156,43
false,49,Very Confident,2024-12-08T19:52:10.000Z,false,false,true,1,40,245,159,47
false,50,Confident,2024-06-13T20:44:43.000Z,false,false,false,0,331,246,1321,6
false,50,Very Confident,2024-06-13T20:44:10.000Z,false,false,false,0,332,247,1325,49
false,50,Unsure,2024-06-13T20:42:35.000Z,true,false,true,3,333,248,1332,36
false,50,Confident,2024-06-13T20:42:18.000Z,false,false,false,0,334,249,1335,67
false,50,Unsure,2024-06-13T20:44:09.000Z,false,false,false,0,335,250,1337,13
false,51,Confident,2024-08-29T12:05:21.000Z,false,false,false,0,26,251,103,5
false,51,Very Confident,2024-08-29T12:05:47.000Z,false,false,false,0,27,252,107,40
false,51,Very Confident,2024-08-29T12:08:45.000Z,false,false,false,0,28,253,112,20
false,51,Unsure,2024-08-29T12:04:30.000Z,false,false,false,0,29,254,113,48
false,51,Confident,2024-08-29T12:07:40.000Z,false,false,false,0,30,255,118,69
false,52,Confident,2025-06-29T14:26:47.000Z,false,false,false,0,486,256,1942,17
false,52,Confident,2025-06-29T14:27:09.000Z,false,false,false,0,487,257,1945,77
false,52,Very Confident,2025-06-29T14:27:28.000Z,true,false,true,2,488,258,1950,25
false,52,Confident,2025-06-29T14:25:15.000Z,false,false,false,0,489,259,1953,72
false,52,Very Confident,2025-06-29T14:28:00.000Z,false,false,false,0,490,260,1958,26
false,53,Confident,2025-12-15T21:08:49.000Z,false,false,false,0,466,261,1864,10
false,53,Confident,2025-12-15T21:09:43.000Z,false,true,false,0,467,262,1866,27
false,53,Confident,2025-12-15T21:11:16.000Z,false,true,false,0,468,263,1872,86
false,53,Very Confident,2025-12-15T21:12:41.000Z,false,false,true,1,469,264,1876,68
false,53,Unsure,2025-12-15T21:08:16.000Z,false,false,true,1,470,265,1879,37
false,54,Confident,2024-06-14T13:55:27.000Z,false,false,false,0,176,266,703,88
false,54,Confident,2024-06-14T13:55:43.000Z,false,false,true,3,177,267,705,58
false,54,Very Confident,2024-06-14T13:56:38.000Z,true,false,false,0,178,268,710,12
true,54,Unsure,2024-06-14T13:55:14.000Z,false,false,true,3,179,269,715,53
false,54,Very Confident,2024-06-14T13:56:41.000Z,false,false,false,0,180,270,717,20
false,55,Unsure,2024-11-08T07:55:02.000Z,false,false,true,1,531,271,2122,79
false,55,Confident,2024-11-08T07:52:10.000Z,false,true,false,0,532,272,2126,12
false,55,Guessed,2024-11-08T07:56:38.000Z,false,true,false,0,533,273,2131,89
false,55,Guessed,2024-11-08T07:54:09.000Z,false,false,false,0,534,274,2134,49
false,55,Confident,2024-11-08T07:55:16.000Z,false,true,false,0,535,275,2137,30
false,56,Very Confident,2024-07-13T18:45:33.000Z,false,false,false,0,81,276,322,58
false,56,Confident,2024-07-13T18:47:51.000Z,false,false,false,0,82,277,328,39
false,56,Confident,2024-07-13T18:45:46.000Z,false,false,false,0,83,278,332,23
false,56,Guessed,2024-07-13T18:45:51.000Z,false,false,false,0,84,279,333,81
false,56,Guessed,2024-07-13T18:45:58.000Z,false,false,false,0,85,280,340,81
false,57,Confident,2025-03-22T21:54:50.000Z,false,false,false,0,531,281,2123,63
false,57,Confident,2025-03-22T21:52:40.000Z,false,false,true,3,532,282,2125,19
true,57,Very Confident,2025-03-22T21:51:11.000Z,false,false,false,0,533,283,2130,70
true,57,Unsure,2025-03-22T21:54:00.000Z,false,false,false,0,534,284,2134,20
false,57,Unsure,2025-03-22T21:50:22.000Z,true,false,false,0,535,285,2138,26
false,58,Confident,2024-12-27T18:33:09.000Z,false,false,false,0,421,286,1681,48
false,58,Confident,2024-12-27T18:34:29.000Z,false,false,true,2,422,287,1686,52
false,58,Confident,2024-12-27T18:33:05.000Z,false,false,false,0,423,288,1691,19
false,58,Confident,2024-12-27T18:35:45.000Z,false,false,false,0,424,289,1693,61
false,58,Very Confident,2024-12-27T18:31:11.000Z,false,false,true,1,425,290,1700,60
false,59,Confident,2025-09-22T18:40:15.000Z,false,false,false,0,46,291,183,67
false,59,Unsure,2025-09-22T18:39:07.000Z,false,false,true,3,47,292,188,32
false,59,Very Confident,2025-09-22T18:40:29.000Z,false,false,true,1,48,293,192,67
false,59,Very Confident,2025-09-22T18:42:55.000Z,true,true,false,0,49,294,194,70
true,59,Very Confident,2025-09-22T18:40:58.000Z,false,false,false,0,50,295,198,69
true,60,Very Confident,2025-08-17T20:00:12.000Z,false,false,false,0,576,296,2303,81
false,60,Confident,2025-08-17T20:02:33.000Z,false,true,false,0,577,297,2306,57
false,60,Very Confident,2025-08-17T20:00:29.000Z,false,false,false,0,578,298,2309,29
false,60,Unsure,2025-08-17T20:03:08.000Z,false,false,true,1,579,299,2315,52
false,60,Unsure,2025-08-17T20:03:18.000Z,false,false,false,0,580,300,2318,23
true,61,Unsure,2025-03-25T21:54:48.000Z,false,false,true,1,26,301,102,33
false,61,Very Confident,2025-03-25T21:53:23.000Z,false,false,false,0,27,302,106,9
false,61,Confident,2025-03-25T21:51:27.000Z,false,false,false,0,28,303,112,80
false,61,Confident,2025-03-25T21:54:06.000Z,false,false,false,0,29,304,113,21
false,61,Unsure,2025-03-25T21:50:45.000Z,false,false,true,2,30,305,120,61
false,62,Unsure,2025-04-10T06:59:25.000Z,false,false,false,0,81,306,324,49
false,62,Confident,2025-04-10T07:01:01.000Z,false,true,false,0,82,307,328,88
false,62,Unsure,2025-04-10T07:01:31.000Z,false,false,false,0,83,308,332,78
false,62,Very Confident,2025-04-10T07:00:43.000Z,false,false,false,0,84,309,335,90
false,62,Confident,2025-04-10T06:57:47.000Z,false,false,false,0,85,310,340,5
false,63,Very Confident,2025-09-09T08:37:14.000Z,false,true,false,0,226,311,901,46
false,63,Confident,2025-09-09T08:33:32.000Z,false,false,true,2,227,312,908,90
false,63,Confident,2025-09-09T08:36:31.000Z,false,true,false,0,228,313,909,39
true,63,Very Confident,2025-09-09T08:37:46.000Z,false,false,false,0,229,314,914,80
true,63,Guessed,2025-09-09T08:36:23.000Z,false,false,false,0,230,315,920,82
false,64,Unsure,2024-06-10T10:24:57.000Z,false,true,false,0,581,316,2324,81
false,64,Confident,2024-06-10T10:28:42.000Z,false,false,false,0,582,317,2327,60
true,64,Confident,2024-06-10T10:27:07.000Z,false,true,false,0,583,318,2329,28
false,64,Very Confident,2024-06-10T10:25:39.000Z,false,false,true,2,584,319,2336,49
false,64,Confident,2024-06-10T10:25:52.000Z,false,false,true,2,585,320,2338,83
false,65,Confident,2024-10-22T06:06:19.000Z,false,false,false,0,41,321,163,89
false,65,Unsure,2024-10-22T06:03:54.000Z,false,false,true,2,42,322,168,69
false,65,Unsure,2024-10-22T06:05:12.000Z,false,false,false,0,43,323,170,18
false,65,Confident,2024-10-22T06:04:36.000Z,true,false,true,2,44,324,173,72
false,65,Confident,2024-10-22T06:07:03.000Z,false,false,false,0,45,325,177,75
false,66,Confident,2025-08-21T15:16:23.000Z,false,true,false,0,136,326,544,20
true,66,Unsure,2025-08-21T15:14:12.000Z,false,false,false,0,137,327,548,61
