created_at,feedback_if_selected,is_correct,option_id,option_label,option_text,question_id,sequence_order
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,64,D,Option D: Distractor for question 16,16,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,65,A,Option A: Distractor for question 17,17,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,66,B,Option B: Correct answer for question 17,17,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,67,C,Option C: Distractor for question 17,17,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,68,D,Option D: Distractor for question 17,17,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,69,A,Option A: Distractor for question 18,18,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,70,B,Option B: Distractor for question 18,18,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,71,C,Option C: Distractor for question 18,18,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,72,D,Option D: Correct answer for question 18,18,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,73,A,Option A: Distractor for question 19,19,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,74,B,Option B: Correct answer for question 19,19,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,75,C,Option C: Distractor for question 19,19,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,76,D,Option D: Distractor for question 19,19,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,77,A,Option A: Distractor for question 20,20,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,78,B,Option B: Distractor for question 20,20,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,79,C,Option C: Correct answer for question 20,20,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,80,D,Option D: Distractor for question 20,20,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,81,A,Option A: Distractor for question 21,21,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,82,B,Option B: Correct answer for question 21,21,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,83,C,Option C: Distractor for question 21,21,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,84,D,Option D: Distractor for question 21,21,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,85,A,Option A: Distractor for question 22,22,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,86,B,Option B: Correct answer for question 22,22,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,87,C,Option C: Distractor for question 22,22,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,88,D,Option D: Distractor for question 22,22,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,89,A,Option A: Distractor for question 23,23,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,90,B,Option B: Distractor for question 23,23,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,91,C,Option C: Correct answer for question 23,23,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,92,D,Option D: Distractor for question 23,23,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,93,A,Option A: Correct answer for question 24,24,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,94,B,Option B: Distractor for question 24,24,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,95,C,Option C: Distractor for question 24,24,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,96,D,Option D: Distractor for question 24,24,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,97,A,Option A: Distractor for question 25,25,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,98,B,Option B: Correct answer for question 25,25,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,99,C,Option C: Distractor for question 25,25,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,100,D,Option D: Distractor for question 25,25,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,101,A,Option A: Distractor for question 26,26,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,102,B,Option B: Correct answer for question 26,26,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,103,C,Option C: Distractor for question 26,26,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,104,D,Option D: Distractor for question 26,26,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,105,A,Option A: Distractor for question 27,27,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,106,B,Option B: Distractor for question 27,27,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,107,C,Option C: Distractor for question 27,27,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,108,D,Option D: Correct answer for question 27,27,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,109,A,Option A: Distractor for question 28,28,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,110,B,Option B: Distractor for question 28,28,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,111,C,Option C: Correct answer for question 28,28,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,112,D,Option D: Distractor for question 28,28,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,113,A,Option A: Distractor for question 29,29,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,114,B,Option B: Distractor for question 29,29,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,115,C,Option C: Distractor for question 29,29,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,116,D,Option D: Correct answer for question 29,29,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,117,A,Option A: Distractor for question 30,30,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,118,B,Option B: Distractor for question 30,30,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,119,C,Option C: Distractor for question 30,30,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,120,D,Option D: Correct answer for question 30,30,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,121,A,Option A: Distractor for question 31,31,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,122,B,Option B: Distractor for question 31,31,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,123,C,Option C: Distractor for question 31,31,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,124,D,Option D: Correct answer for question 31,31,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,125,A,Option A: Correct answer for question 32,32,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,126,B,Option B: Distractor for question 32,32,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,127,C,Option C: Distractor for question 32,32,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,128,D,Option D: Distractor for question 32,32,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,129,A,Option A: Distractor for question 33,33,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,130,B,Option B: Distractor for question 33,33,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,131,C,Option C: Distractor for question 33,33,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,132,D,Option D: Correct answer for question 33,33,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,133,A,Option A: Distractor for question 34,34,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,134,B,Option B: Correct answer for question 34,34,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,135,C,Option C: Distractor for question 34,34,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,136,D,Option D: Distractor for question 34,34,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,137,A,Option A: Distractor for question 35,35,1
2023-04-07T19:38:00.000Z,Correct! Well done.,true,138,B,Option B: Correct answer for question 35,35,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,139,C,Option C: Distractor for question 35,35,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,140,D,Option D: Distractor for question 35,35,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,141,A,Option A: Distractor for question 36,36,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,142,B,Option B: Distractor for question 36,36,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,143,C,Option C: Correct answer for question 36,36,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,144,D,Option D: Distractor for question 36,36,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,145,A,Option A: Distractor for question 37,37,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,146,B,Option B: Distractor for question 37,37,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,147,C,Option C: Correct answer for question 37,37,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,148,D,Option D: Distractor for question 37,37,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,149,A,Option A: Correct answer for question 38,38,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,150,B,Option B: Distractor for question 38,38,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,151,C,Option C: Distractor for question 38,38,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,152,D,Option D: Distractor for question 38,38,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,153,A,Option A: Distractor for question 39,39,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,154,B,Option B: Distractor for question 39,39,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,155,C,Option C: Distractor for question 39,39,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,156,D,Option D: Correct answer for question 39,39,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,157,A,Option A: Distractor for question 40,40,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,158,B,Option B: Distractor for question 40,40,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,159,C,Option C: Correct answer for question 40,40,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,160,D,Option D: Distractor for question 40,40,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,161,A,Option A: Correct answer for question 41,41,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,162,B,Option B: Distractor for question 41,41,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,163,C,Option C: Distractor for question 41,41,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,164,D,Option D: Distractor for question 41,41,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,165,A,Option A: Distractor for question 42,42,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,166,B,Option B: Distractor for question 42,42,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,167,C,Option C: Distractor for question 42,42,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,168,D,Option D: Correct answer for question 42,42,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,169,A,Option A: Distractor for question 43,43,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,170,B,Option B: Distractor for question 43,43,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,171,C,Option C: Distractor for question 43,43,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,172,D,Option D: Correct answer for question 43,43,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,173,A,Option A: Correct answer for question 44,44,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,174,B,Option B: Distractor for question 44,44,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,175,C,Option C: Distractor for question 44,44,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,176,D,Option D: Distractor for question 44,44,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,177,A,Option A: Distractor for question 45,45,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,178,B,Option B: Distractor for question 45,45,2
2023-04-07T19:38:00.000Z,Correct! Well done.,true,179,C,Option C: Correct answer for question 45,45,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,180,D,Option D: Distractor for question 45,45,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,181,A,Option A: Distractor for question 46,46,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,182,B,Option B: Distractor for question 46,46,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,183,C,Option C: Distractor for question 46,46,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,184,D,Option D: Correct answer for question 46,46,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,185,A,Option A: Distractor for question 47,47,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,186,B,Option B: Distractor for question 47,47,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,187,C,Option C: Distractor for question 47,47,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,188,D,Option D: Correct answer for question 47,47,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,189,A,Option A: Distractor for question 48,48,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,190,B,Option B: Distractor for question 48,48,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,191,C,Option C: Distractor for question 48,48,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,192,D,Option D: Correct answer for question 48,48,4
2023-04-07T19:38:00.000Z,Correct! Well done.,true,193,A,Option A: Correct answer for question 49,49,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,194,B,Option B: Distractor for question 49,49,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,195,C,Option C: Distractor for question 49,49,3
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,196,D,Option D: Distractor for question 49,49,4
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,197,A,Option A: Distractor for question 50,50,1
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,198,B,Option B: Distractor for question 50,50,2
2023-04-07T19:38:00.000Z,Not quite. Review the lesson content.,false,199,C,Option C: Distractor for question 50,50,3
2023-04-07T19:38:00.000Z,Correct! Well done.,true,200,D,Option D: Correct answer for question 50,50,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,201,A,Option A: Distractor for question 51,51,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,202,B,Option B: Distractor for question 51,51,2
2023-06-04T18:24:00.000Z,Correct! Well done.,true,203,C,Option C: Correct answer for question 51,51,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,204,D,Option D: Distractor for question 51,51,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,205,A,Option A: Distractor for question 52,52,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,206,B,Option B: Distractor for question 52,52,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,207,C,Option C: Distractor for question 52,52,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,208,D,Option D: Correct answer for question 52,52,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,209,A,Option A: Distractor for question 53,53,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,210,B,Option B: Distractor for question 53,53,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,211,C,Option C: Distractor for question 53,53,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,212,D,Option D: Correct answer for question 53,53,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,213,A,Option A: Distractor for question 54,54,1
2023-06-04T18:24:00.000Z,Correct! Well done.,true,214,B,Option B: Correct answer for question 54,54,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,215,C,Option C: Distractor for question 54,54,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,216,D,Option D: Distractor for question 54,54,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,217,A,Option A: Distractor for question 55,55,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,218,B,Option B: Distractor for question 55,55,2
2023-06-04T18:24:00.000Z,Correct! Well done.,true,219,C,Option C: Correct answer for question 55,55,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,220,D,Option D: Distractor for question 55,55,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,221,A,Option A: Distractor for question 56,56,1
2023-06-04T18:24:00.000Z,Correct! Well done.,true,222,B,Option B: Correct answer for question 56,56,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,223,C,Option C: Distractor for question 56,56,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,224,D,Option D: Distractor for question 56,56,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,225,A,Option A: Distractor for question 57,57,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,226,B,Option B: Distractor for question 57,57,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,227,C,Option C: Distractor for question 57,57,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,228,D,Option D: Correct answer for question 57,57,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,229,A,Option A: Distractor for question 58,58,1
2023-06-04T18:24:00.000Z,Correct! Well done.,true,230,B,Option B: Correct answer for question 58,58,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,231,C,Option C: Distractor for question 58,58,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,232,D,Option D: Distractor for question 58,58,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,233,A,Option A: Distractor for question 59,59,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,234,B,Option B: Distractor for question 59,59,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,235,C,Option C: Distractor for question 59,59,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,236,D,Option D: Correct answer for question 59,59,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,237,A,Option A: Distractor for question 60,60,1
2023-06-04T18:24:00.000Z,Correct! Well done.,true,238,B,Option B: Correct answer for question 60,60,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,239,C,Option C: Distractor for question 60,60,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,240,D,Option D: Distractor for question 60,60,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,241,A,Option A: Distractor for question 61,61,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,242,B,Option B: Distractor for question 61,61,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,243,C,Option C: Distractor for question 61,61,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,244,D,Option D: Correct answer for question 61,61,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,245,A,Option A: Distractor for question 62,62,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,246,B,Option B: Distractor for question 62,62,2
2023-06-04T18:24:00.000Z,Correct! Well done.,true,247,C,Option C: Correct answer for question 62,62,3
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,248,D,Option D: Distractor for question 62,62,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,249,A,Option A: Distractor for question 63,63,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,250,B,Option B: Distractor for question 63,63,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,251,C,Option C: Distractor for question 63,63,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,252,D,Option D: Correct answer for question 63,63,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,253,A,Option A: Distractor for question 64,64,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,254,B,Option B: Distractor for question 64,64,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,255,C,Option C: Distractor for question 64,64,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,256,D,Option D: Correct answer for question 64,64,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,257,A,Option A: Distractor for question 65,65,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,258,B,Option B: Distractor for question 65,65,2
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,259,C,Option C: Distractor for question 65,65,3
2023-06-04T18:24:00.000Z,Correct! Well done.,true,260,D,Option D: Correct answer for question 65,65,4
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,261,A,Option A: Distractor for question 66,66,1
2023-06-04T18:24:00.000Z,Not quite. Review the lesson content.,false,262,B,Option B: Distractor for question 66,66,2
